Name,ID,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
Halbi,halb1244,0,0,13,0,0,26,20,23,9,17,0,1,3,1,12,5,2,13,10,3,3,23,15,2,10,5,9,0,0,29,0,7,1,0,0,0,0
Halh Mongolian,halh1238,0,0,12,0,0,20,18,21,9,16,0,1,2,2,12,7,0,12,9,4,6,16,11,2,8,6,8,0,0,23,0,5,0,0,0,0,0
Halh Mongolian,halh1238,0,0,14,0,7,20,20,23,9,18,0,1,2,2,13,8,0,12,9,3,6,18,9,2,5,6,6,0,0,25,0,5,0,0,0,0,0
Halkomelem,halk1245,3,0,12,0,6,28,18,25,12,16,0,0,2,3,15,11,0,13,11,4,3,26,12,2,6,11,8,0,0,19,0,6,10,0,9,0,0
Hamer-Banna,hame1242,0,0,10,0,0,22,18,18,5,14,1,0,4,1,10,6,0,13,9,4,4,20,13,2,8,7,6,5,0,26,0,1,1,0,1,3,0
Hanga,hang1258,0,0,6,0,0,20,14,14,7,9,0,0,5,1,12,4,2,9,6,3,4,15,12,1,4,4,3,0,0,21,0,1,0,0,0,0,0
Hangaza,hang1260,2,0,10,0,5,20,16,21,10,13,0,1,3,0,11,5,3,12,7,5,5,17,11,2,8,5,10,0,0,23,0,1,0,0,0,0,0
Hanga Hundi,hang1263,0,0,7,0,0,14,14,14,3,11,1,0,3,1,6,3,0,8,6,2,1,14,10,1,5,3,7,0,0,19,0,0,0,0,0,0,0
Harari,hara1271,0,0,9,0,4,22,16,20,10,13,0,1,3,1,7,4,1,13,8,5,3,20,13,2,9,5,9,0,0,21,0,0,4,0,3,0,0
Hausa,haus1257,3,0,10,0,5,28,18,23,9,16,1,1,2,1,13,8,0,13,10,3,6,23,17,1,10,5,5,0,0,27,0,1,6,0,3,2,0
Hausa,haus1257,0,0,6,0,1,22,12,16,9,10,0,1,2,1,8,3,2,12,9,3,6,13,9,2,5,3,6,0,0,19,0,1,2,0,0,3,0
Hausa,haus1257,0,0,7,0,0,27,15,19,8,13,1,1,2,1,11,7,0,13,9,3,6,19,16,3,8,4,7,0,0,24,0,1,6,0,3,2,0
Hausa,haus1257,0,0,10,0,5,28,17,22,8,15,2,0,2,1,12,9,0,14,9,4,5,25,19,2,12,5,10,0,0,27,0,3,2,0,0,5,0
Hausa,haus1257,4,0,10,0,5,29,17,20,9,15,1,1,2,1,12,8,0,14,9,4,7,22,16,1,9,5,10,0,0,26,0,1,7,0,5,2,0
Hawaiian,hawa1245,0,0,10,0,5,7,14,14,2,12,0,0,2,1,7,5,0,3,3,0,1,12,6,2,4,5,8,0,0,14,0,1,1,0,0,0,0
Hawaiian,hawa1245,0,0,5,0,0,6,9,8,1,7,0,0,2,1,5,3,0,2,2,0,0,7,4,1,2,3,3,0,0,9,0,1,1,0,0,0,0
Hawkesbury,hawk1239,0,0,3,0,0,12,13,8,0,8,0,1,5,1,4,2,0,9,8,4,0,9,8,1,4,2,4,0,0,13,0,0,0,0,0,0,0
Haya,haya1250,0,0,10,0,5,16,16,18,7,13,0,0,3,1,9,5,1,10,6,4,5,15,9,2,6,5,10,0,0,21,0,1,0,0,0,0,0
Hdi,hdii1240,0,0,4,0,0,35,16,23,18,8,0,1,8,3,16,9,2,17,17,0,8,14,8,1,2,6,4,0,0,29,0,0,1,0,0,2,0
Modern Hebrew,hebr1245,0,0,6,1,0,22,11,17,12,8,0,0,3,1,7,2,2,11,7,4,7,12,7,1,3,3,2,0,0,12,0,1,1,0,0,0,0
Modern Hebrew,hebr1245,0,0,5,0,0,20,10,18,10,8,0,1,2,1,7,2,2,9,7,2,4,11,5,3,3,5,5,0,0,17,0,1,1,0,0,0,0
Modern Hebrew,hebr1245,0,0,5,0,0,18,9,15,9,7,0,0,2,1,7,2,2,8,7,1,4,10,6,1,3,3,4,0,0,15,0,1,1,0,0,0,0
Ebang,heib1243,0,0,7,0,0,24,16,18,6,12,1,1,4,1,10,4,2,14,10,5,2,16,11,1,6,4,7,0,0,25,0,1,0,0,0,2,0
Lamjung-Melamchi Yolmo,hela1238,0,0,10,0,5,31,20,24,11,16,0,0,4,2,9,5,0,25,16,11,10,25,19,2,14,5,8,0,0,27,0,8,0,0,0,0,0
Herero,here1253,2,0,5,0,0,16,15,14,6,8,1,0,7,0,6,3,1,11,10,8,2,12,9,1,6,3,6,0,0,17,0,1,0,0,0,0,0
Hiligaynon,hili1240,0,0,5,0,0,17,12,13,6,9,0,1,3,1,8,3,2,8,6,2,3,10,7,1,3,3,6,0,0,17,0,1,1,0,0,0,0
Hindi,hind1269,0,0,21,0,11,37,31,35,12,27,1,1,15,2,16,8,1,22,11,12,8,29,13,3,10,11,9,0,0,45,0,14,1,0,0,0,0
Hindi,hind1269,0,0,11,0,29,59,26,29,17,20,3,1,6,2,17,4,4,38,18,18,14,22,15,2,6,5,5,0,0,47,0,21,0,0,0,0,0
Hindi,hind1269,0,0,23,0,41,66,39,45,20,33,1,2,17,3,24,9,4,40,20,21,15,37,19,5,10,14,14,0,0,64,0,25,1,0,0,0,0
Hindi,hind1269,0,0,21,0,1,34,32,33,10,27,3,0,15,1,15,9,1,23,9,12,2,35,22,4,17,10,9,0,0,44,0,12,0,0,0,0,0
Hindi,hind1269,0,0,21,0,14,31,29,33,10,27,2,1,12,1,15,8,2,21,9,11,8,26,13,3,10,8,9,0,0,41,0,12,0,0,0,0,0
Hixkaryána,hixk1239,0,0,5,0,0,15,12,13,5,9,2,0,3,1,7,3,0,10,6,4,3,8,5,1,3,4,4,0,0,15,0,1,0,0,0,0,0
Hixkaryána,hixk1239,0,0,5,0,0,15,12,13,5,9,2,0,3,1,7,3,0,10,7,3,3,10,7,1,4,3,6,0,0,15,0,1,0,0,0,0,0
Hmong Njua,hmon1264,0,0,13,0,0,46,35,24,21,15,0,0,23,2,12,5,2,29,13,12,16,29,21,6,11,10,11,0,0,37,0,18,1,0,0,0,0
Hoava,hoav1238,0,0,5,0,0,15,10,11,5,7,0,1,3,1,6,2,0,7,6,1,2,9,6,1,2,2,2,0,0,16,0,1,0,0,0,0,0
Holoholo,holo1240,2,0,7,0,0,15,14,13,4,10,0,0,4,1,9,4,1,7,4,6,2,13,10,1,5,4,6,0,0,18,0,0,0,0,0,0,0
Ho,hooo1248,0,0,13,0,0,19,22,20,2,18,1,1,9,1,10,7,0,12,6,3,1,21,14,4,10,7,13,0,0,27,0,1,1,0,0,0,0
Ho,hooo1248,0,0,19,0,5,21,30,26,4,24,2,0,10,1,11,8,0,14,7,6,1,27,17,3,13,9,11,0,0,35,0,1,1,0,0,0,0
Hopi,hopi1249,0,0,6,0,0,17,17,14,5,9,0,0,8,0,10,6,1,6,4,1,1,17,12,2,6,5,8,0,0,14,0,2,1,0,0,0,0
Hopi,hopi1249,0,0,18,6,6,26,31,28,7,23,0,0,8,2,16,11,1,11,9,1,3,32,20,4,11,10,16,0,0,28,0,8,1,0,0,0,0
East Taa,huaa1248,3,0,28,0,0,129,49,53,31,29,0,0,25,18,36,12,1,91,73,45,1,133,95,6,12,35,22,5,0,87,3,33,44,0,26,0,83
Huallaga Huánuco Quechua,hual1241,0,0,6,0,3,13,14,14,4,11,1,0,3,2,5,3,0,9,5,4,3,12,9,2,5,4,6,0,0,14,0,1,0,0,0,0,0
Huambisa,huam1247,0,0,8,0,0,12,14,14,5,11,1,0,7,0,5,3,0,7,5,2,4,12,10,2,3,5,8,0,0,14,0,1,1,0,0,0,0
Huamalíes-Dos de Mayo Huánuco Quechua,huam1248,0,0,10,0,5,18,18,20,6,15,1,0,3,2,9,5,1,11,7,4,4,17,10,2,7,6,10,0,0,22,0,1,0,0,0,0,0
Huarijio,huar1255,0,0,14,0,0,9,19,19,3,17,1,0,2,0,10,8,0,5,4,1,2,17,14,5,10,8,15,0,0,19,0,1,1,0,0,0,0
Huastec,huas1242,0,0,5,0,0,18,10,12,8,8,0,0,2,1,8,4,0,11,8,4,5,10,7,1,3,2,3,0,0,11,0,1,6,0,5,0,0
Huastec,huas1242,0,0,10,0,5,23,16,19,7,14,1,0,2,1,11,7,1,13,10,9,4,17,11,2,5,5,7,0,0,19,0,1,6,0,5,0,0
Huaylas Ancash Quechua,huay1240,0,0,10,0,5,17,17,19,6,15,0,1,2,2,9,5,1,10,8,2,4,16,9,2,6,6,10,0,0,20,0,1,0,0,0,0,0
Huba,huba1236,2,0,5,0,0,22,11,17,10,9,0,1,2,3,7,1,2,12,12,4,4,11,9,1,2,2,5,0,0,21,0,0,0,0,0,2,0
Huehuetla Tepehua,hueh1236,0,0,10,0,5,23,17,19,8,15,1,1,2,2,9,5,0,14,11,4,6,16,9,2,5,6,8,0,0,22,0,1,4,0,3,2,0
Huichol,huic1243,0,0,10,0,5,12,16,16,4,14,1,0,2,1,6,4,0,7,4,2,3,14,10,2,5,3,10,0,0,17,0,1,1,0,0,0,0
Humla,huml1238,0,0,28,0,14,38,37,38,13,33,0,2,24,1,22,17,0,28,14,10,12,39,23,4,21,9,26,0,0,51,0,8,0,0,0,0,0
Hungarian,hung1274,0,0,15,0,31,45,28,36,25,22,0,2,6,2,20,10,4,31,18,13,15,28,19,3,17,6,14,0,0,45,0,2,0,0,0,0,0
Hungarian,hung1274,0,0,14,0,7,23,21,25,13,18,0,1,3,1,15,10,2,16,9,16,8,21,13,2,12,6,13,0,0,30,0,1,0,0,0,0,0
Hungarian,hung1274,0,0,14,0,32,46,26,34,26,20,0,2,6,2,18,8,4,32,18,32,16,26,18,2,16,5,13,0,0,44,0,2,0,0,0,0,0
Hungarian,hung1274,0,0,14,0,7,23,20,24,11,17,1,0,3,1,13,8,2,16,9,7,8,20,11,2,11,5,11,0,0,29,0,1,0,0,0,0,0
Hungana-Saamba,hung1278,3,0,10,0,5,17,17,19,5,14,0,1,3,1,10,5,2,8,8,0,2,16,10,2,5,5,6,0,0,22,0,4,0,0,0,0,0
Hunzib,hunz1247,0,0,24,0,11,35,28,41,19,26,0,1,10,6,10,6,0,20,16,4,4,38,17,8,10,15,12,0,0,35,0,1,10,0,9,0,0
Hupa,hupa1239,0,0,7,0,3,31,13,18,15,10,0,0,3,3,9,7,0,19,11,12,9,21,12,2,7,6,2,0,0,13,0,8,9,0,8,0,0
Hupa,hupa1239,0,0,7,0,3,24,13,17,13,10,0,0,3,3,7,6,0,17,11,6,7,17,9,2,7,5,2,0,0,13,0,6,7,0,6,0,0
Hupdë,hupd1244,0,0,15,0,0,14,19,21,2,19,0,0,6,0,11,7,0,6,3,3,0,25,16,4,10,7,12,0,0,26,0,1,8,0,1,0,0
Hupdë,hupd1244,0,0,10,0,0,15,13,15,2,13,0,0,0,0,9,5,0,7,3,4,0,20,14,2,9,5,9,0,0,22,0,1,8,0,0,0,0
Iaai,iaai1238,0,0,16,0,7,32,31,30,12,20,0,0,11,2,20,10,1,18,6,8,4,28,17,2,12,8,11,0,0,33,0,2,0,0,0,0,0
Iaai,iaai1238,0,0,19,0,8,29,33,31,10,23,0,0,10,2,20,14,1,16,9,7,3,28,14,4,13,8,12,0,0,34,0,2,0,0,0,0,0
Ibani,iban1261,3,0,10,0,0,22,18,20,8,14,1,0,4,1,13,5,2,10,7,3,4,19,13,1,6,5,6,0,0,27,0,1,0,0,0,1,0
Iban,iban1264,0,0,6,0,0,16,14,12,4,10,0,1,4,1,6,3,0,9,6,3,3,12,8,1,4,3,4,0,0,18,0,1,1,0,0,0,0
Ibibio,ibib1240,2,0,13,0,10,15,23,17,2,15,0,0,8,0,12,7,1,7,5,3,1,21,12,2,7,8,10,0,0,25,0,0,0,0,0,0,0
Icelandic,icel1247,0,0,16,1,9,19,26,29,7,22,0,2,4,2,14,9,2,10,10,1,1,23,11,2,12,5,11,0,0,24,0,5,0,0,0,0,0
Icelandic,icel1247,0,0,15,0,0,25,30,29,7,22,0,2,8,2,15,9,2,16,11,10,1,27,23,3,16,6,11,0,0,25,0,5,0,0,0,0,0
Ida'an,idaa1241,0,0,6,0,0,15,13,11,3,10,0,1,3,1,6,3,0,8,6,2,3,11,7,1,3,3,6,0,0,17,0,0,1,0,0,0,0
Idoma,idom1241,5,0,23,0,7,41,39,43,21,30,1,1,16,1,31,20,5,18,12,5,9,44,29,3,18,11,16,0,0,55,0,2,0,0,0,0,0
Ifè,ifee1241,3,0,12,0,0,16,16,21,7,16,0,1,5,1,12,6,2,8,6,2,4,18,10,2,6,6,8,0,0,23,0,1,0,0,0,0,0
Igede,iged1239,4,0,10,0,0,21,19,19,7,14,0,1,5,1,13,5,2,10,7,3,4,19,13,1,6,5,6,0,0,26,0,1,0,0,0,0,0
Ignaciano,igna1246,0,0,4,0,0,18,12,13,7,8,1,0,4,1,7,2,1,10,7,3,4,8,6,1,3,2,4,0,0,15,0,1,1,0,0,0,0
Ignaciano,igna1246,0,0,4,0,0,13,9,10,6,6,1,0,3,0,4,1,1,8,5,3,4,7,5,1,4,1,4,0,0,10,0,1,1,0,0,0,0
Ignaciano,igna1246,0,0,4,0,0,18,12,13,7,8,1,0,4,1,7,2,1,10,8,3,4,9,7,1,4,2,4,0,0,15,0,1,1,0,0,0,0
Igo,igoo1238,3,0,7,0,0,20,14,15,5,10,0,0,4,1,11,4,2,10,6,3,2,17,12,1,7,4,6,0,0,22,0,1,0,0,0,0,0
Igo,igoo1238,3,0,7,0,0,20,14,15,7,10,0,0,4,1,11,4,2,10,6,3,4,15,10,1,5,4,6,0,0,22,0,1,0,0,0,0,0
Ik,ikkk1242,0,0,13,0,0,28,21,24,12,17,0,1,4,4,11,6,1,18,14,8,7,22,14,2,9,6,8,0,0,27,0,1,3,0,3,4,0
Ikpeng,ikpe1245,0,0,6,0,0,10,13,10,1,10,1,0,3,1,5,3,0,5,4,1,1,11,8,1,3,3,7,0,0,14,0,0,0,0,0,0,0
Ikwere,ikwe1242,5,0,18,0,0,18,22,29,9,22,0,0,9,1,18,12,2,8,5,3,4,25,15,2,9,9,10,0,0,32,0,2,1,0,0,0,0
Iloko,ilok1237,0,0,6,0,0,16,13,13,5,10,0,1,3,1,6,3,0,9,6,7,4,11,8,1,3,4,6,0,0,17,0,1,1,0,0,0,0
Iloko,ilok1237,0,0,6,0,0,14,13,12,3,10,0,1,3,1,6,3,0,7,7,0,2,11,7,1,4,3,5,0,0,16,0,1,1,0,0,0,0
Iloko,ilok1237,0,0,4,0,0,14,11,10,3,8,1,0,3,1,5,2,0,7,6,4,2,9,7,1,2,3,5,0,0,14,0,1,1,0,0,0,0
Imbabura Highland Quichua,imba1240,0,0,3,0,0,15,10,12,7,7,1,0,3,1,5,2,0,10,6,4,5,8,7,1,3,2,4,0,0,11,0,0,0,0,0,0,0
Imonda,imon1245,0,0,10,0,0,12,14,15,3,12,0,1,2,1,8,4,1,6,6,0,1,12,4,3,4,4,4,0,0,17,0,1,0,0,0,0,0
Iñapari,inap1243,0,0,18,0,6,10,25,24,3,22,1,0,9,1,9,7,0,7,5,2,2,21,12,3,8,10,17,0,0,25,0,1,1,0,0,0,0
Indonesian,indo1316,0,0,9,0,0,19,17,18,7,13,0,1,4,1,9,5,1,11,7,5,5,15,11,3,6,5,9,0,0,22,0,1,1,0,0,0,0
Indonesian,indo1316,0,0,8,0,0,21,15,18,9,11,0,1,4,1,9,4,2,11,7,4,5,14,9,1,5,3,6,0,0,21,0,1,1,0,0,0,0
Indonesian Bajau,indo1317,0,0,6,0,0,23,21,13,7,10,0,1,11,1,8,3,0,13,8,5,6,13,9,1,4,3,4,0,0,25,0,1,1,0,0,0,0
Inga,inga1252,0,0,3,0,0,17,11,11,5,8,1,0,3,2,5,2,0,11,7,4,4,10,9,1,4,2,4,0,0,14,0,0,0,0,0,0,0
Ingush,ingu1240,0,0,17,0,10,49,25,35,21,21,1,1,4,1,16,6,3,26,19,16,14,29,17,5,11,11,9,13,0,37,2,13,10,0,9,0,0
Ingush,ingu1240,0,0,13,0,3,33,19,26,15,17,2,0,2,1,11,5,2,17,12,8,10,22,12,5,6,9,12,1,0,27,0,1,8,0,6,0,0
Inor,inor1238,0,0,6,0,0,33,16,23,13,12,0,2,7,1,16,12,1,14,9,5,6,21,17,1,8,5,7,0,0,26,0,3,7,0,5,0,0
Inor,inor1238,0,0,6,0,0,33,16,23,13,12,0,2,7,1,16,12,1,14,9,5,6,21,17,1,8,5,7,0,0,26,0,3,7,0,5,0,0
Inor,inor1238,0,0,7,0,0,34,17,25,14,13,0,2,7,1,18,13,1,14,9,5,6,22,17,1,9,5,7,0,0,28,0,3,7,0,5,0,0
Iquito,iqui1243,0,0,8,0,4,8,13,13,2,11,1,0,2,0,6,4,0,4,4,0,1,12,10,2,3,3,8,0,0,13,0,1,0,0,0,0,0
Irántxe-Münkü,iran1263,0,0,22,0,6,17,29,30,4,26,1,0,11,1,17,14,0,8,7,1,2,26,17,3,12,7,19,0,0,32,0,2,1,0,0,0,0
Irántxe-Münkü,iran1263,0,0,18,0,0,17,25,26,4,22,1,0,12,1,15,12,0,8,7,1,2,23,17,4,12,8,15,0,0,28,0,2,1,0,0,0,0
Iraqw,iraq1241,3,0,12,0,6,30,20,27,12,16,0,1,4,3,16,11,1,12,11,1,4,26,14,4,5,10,7,0,0,27,0,1,3,0,2,2,0
Iraqw,iraq1241,0,0,12,0,6,30,20,26,11,16,0,0,4,3,16,11,1,12,11,1,4,26,14,4,5,10,7,0,0,27,0,1,3,0,2,2,0
Irarutu,irar1238,0,0,7,0,0,11,14,12,3,9,1,0,5,0,7,4,0,6,5,5,1,11,6,1,4,4,5,0,0,15,0,0,0,0,0,0,0
Irigwe,irig1241,4,0,12,0,1,67,37,49,30,25,3,4,18,1,48,29,5,39,20,23,17,58,50,2,36,7,16,0,0,57,0,6,11,0,0,0,0
Irish,iris1253,0,0,18,0,8,33,28,33,12,22,2,0,6,2,18,8,4,17,11,16,3,49,42,4,24,8,8,0,0,39,0,7,0,0,0,0,0
Irish,iris1253,0,0,14,0,0,32,28,30,9,21,2,0,7,3,15,6,3,18,12,11,2,46,38,5,22,8,10,0,0,36,0,1,0,0,0,0,0
Irish,iris1253,0,0,15,0,6,32,29,31,12,22,2,0,7,3,15,6,3,18,10,13,4,47,38,5,22,8,10,0,0,37,0,7,0,0,0,0,0
Irish,iris1253,0,0,24,0,10,42,46,45,11,36,4,0,20,6,20,15,0,25,19,10,4,57,45,4,26,13,14,0,0,49,0,7,0,0,0,0,0
Irish,iris1253,0,0,20,0,10,41,45,45,11,36,4,0,20,6,18,13,0,25,19,11,4,58,43,4,26,13,12,0,0,48,0,7,0,0,0,0,0
Irula of the Nilgiri,irul1243,0,0,7,0,0,21,17,16,5,13,1,1,4,2,6,3,0,15,7,5,2,14,10,1,5,3,7,0,0,22,0,0,0,0,0,0,0
Irula of the Nilgiri,irul1243,0,0,21,0,1,29,34,34,8,28,2,1,6,2,14,9,1,20,11,7,2,30,18,3,10,6,7,0,0,44,0,0,0,0,0,0,0
Isebe,iseb1246,0,0,14,0,7,7,16,16,2,16,0,0,0,0,10,8,1,3,3,0,1,18,10,2,5,6,9,0,0,20,0,0,0,0,0,0,0
Ishkashimi,ishk1246,0,0,7,0,0,29,14,23,16,12,0,1,2,2,9,4,2,19,9,4,11,14,8,1,3,5,5,0,0,25,0,1,0,0,0,0,0
Island Carib,isla1278,0,0,11,0,0,13,17,18,4,15,1,0,7,1,7,3,1,7,6,1,2,15,9,3,5,6,7,0,0,20,0,1,0,0,0,0,0
Island Carib,isla1278,0,0,12,0,2,13,19,20,4,17,1,0,7,1,8,4,1,7,6,1,2,17,9,2,6,7,7,0,0,22,0,1,0,0,0,0,0
Isoko,isok1239,0,0,9,0,0,24,19,23,8,15,1,1,4,1,15,6,3,12,11,4,2,16,11,1,5,4,5,0,0,29,0,2,0,0,0,1,0
Isthmus Zapotec,isth1244,3,0,7,0,2,20,17,17,6,13,1,1,4,2,7,4,0,15,11,5,6,12,9,2,6,6,8,0,0,17,0,0,1,0,0,0,0
Italian,ital1282,0,0,7,0,0,21,15,17,9,12,0,1,3,2,10,5,2,14,9,5,7,13,8,1,6,4,6,0,0,22,0,0,0,0,0,0,0
Italian,ital1282,0,0,31,0,20,37,43,47,15,38,0,2,5,3,32,22,4,23,15,17,11,39,34,6,26,21,30,0,0,56,0,0,0,0,0,0,0
Italian,ital1282,0,0,7,0,0,21,15,17,9,12,1,0,3,2,9,4,2,14,9,7,7,13,8,1,6,4,6,0,0,22,0,0,0,0,0,0,0
Itelmen,itel1242,0,0,5,0,0,26,14,19,9,10,0,1,4,3,7,0,0,13,12,0,4,19,13,1,8,5,3,0,0,16,0,0,5,0,4,0,0
Itelmen,itel1242,0,0,5,0,0,27,11,17,12,7,0,1,4,3,7,2,0,13,11,2,4,17,11,1,6,5,2,0,0,16,0,0,6,0,5,0,0
Itonama,iton1250,0,0,6,0,0,16,12,12,4,10,1,0,2,1,6,3,0,10,8,2,3,11,8,1,4,3,7,0,0,14,0,1,4,0,3,0,0
Itonama,iton1250,0,0,6,0,0,16,12,12,4,10,1,0,2,1,6,3,0,10,8,2,3,11,8,1,4,3,7,0,0,14,0,1,4,0,3,0,0
Itonama,iton1250,0,0,6,0,0,16,12,12,4,10,1,0,2,1,6,3,0,10,8,2,3,11,8,1,4,3,5,0,0,14,0,1,4,0,3,0,0
Iu Mien,iumi1238,0,0,8,0,1,28,21,17,7,13,0,0,8,2,11,5,1,16,11,10,4,22,16,3,10,5,8,0,0,20,0,7,1,0,0,0,0
Iu Mien,iumi1238,6,0,10,0,1,30,23,17,7,13,0,0,10,2,12,5,1,17,12,5,4,22,16,3,10,5,8,1,0,23,0,7,2,0,0,0,0
Itbayat,ivat1242,0,0,4,0,0,16,12,11,5,8,0,1,4,1,6,2,1,9,6,4,3,9,7,1,2,2,4,0,0,17,0,1,0,0,0,0,0
Iwaidja,iwai1244,0,0,3,0,0,17,18,13,0,13,3,1,5,4,4,2,0,13,7,3,0,10,9,1,4,3,5,0,0,18,0,0,0,0,0,0,0
Iwam,iwam1256,0,0,6,0,0,8,12,11,2,9,0,0,3,0,5,3,0,4,4,0,1,10,6,1,3,3,4,0,0,12,0,1,0,0,0,0,0
Iyive,iyiv1238,4,0,7,0,0,48,27,22,21,11,0,0,16,2,30,21,2,25,18,7,15,26,21,1,10,4,5,0,0,39,0,3,0,0,0,0,0
Iyo'wujwa Chorote,iyow1239,0,0,5,0,0,14,10,12,5,8,0,0,2,2,6,4,0,7,7,0,2,10,7,1,3,3,6,0,0,10,0,0,3,0,2,0,0
Izere,izer1241,0,0,11,0,0,25,20,24,11,16,1,1,4,1,13,6,2,14,9,5,7,20,12,2,5,7,8,0,0,28,0,3,0,0,0,0,0
Izere,izer1241,5,0,7,0,0,24,15,19,9,11,0,1,4,1,12,4,2,13,8,5,5,18,13,1,7,4,6,0,0,23,0,1,0,0,0,0,0
Izi,izii1239,2,0,9,0,0,38,21,25,14,15,0,2,6,2,24,11,4,17,13,4,7,27,21,1,10,6,6,0,0,34,0,0,0,0,0,0,0
Izon,izon1238,0,0,18,0,0,17,25,26,4,22,1,0,12,1,16,11,2,7,7,0,2,25,15,2,9,9,10,0,0,31,0,0,0,0,0,0,0
Jah Hut,jahh1242,0,0,33,0,0,19,41,38,2,36,0,2,20,2,23,19,0,11,8,3,1,38,26,4,14,17,24,0,0,45,0,1,1,0,0,0,0
Madi,jama1261,0,0,4,0,0,7,9,10,3,7,0,0,3,0,4,1,0,4,3,2,1,7,5,1,3,2,5,0,0,10,0,1,0,0,0,0,0
Madi,jama1261,0,0,4,0,0,10,8,9,3,6,1,0,2,0,5,2,0,6,5,1,1,7,4,1,3,2,4,0,0,11,0,1,0,0,0,0,0
Madi,jama1261,0,0,8,0,4,9,12,13,3,10,1,0,2,0,4,1,0,5,4,1,1,11,7,2,5,3,7,0,0,14,0,1,0,0,0,0,0
Jamaican Creole English,jama1262,0,0,12,0,3,17,19,22,8,16,0,0,3,1,11,6,2,10,6,4,5,17,13,6,6,6,12,0,0,25,0,1,0,0,0,0,0
Jamsay Dogon,jams1239,2,0,21,0,28,31,38,35,8,31,0,3,17,2,18,11,1,17,11,6,6,33,18,3,13,11,17,0,0,46,0,1,1,0,0,0,0
Japhug,japh1234,0,0,8,0,0,48,17,26,21,13,0,1,12,2,9,4,0,30,20,11,17,33,24,1,15,10,9,0,0,35,0,8,1,0,0,0,0
Japrería,japr1238,0,0,12,0,0,10,16,16,3,14,1,0,8,1,7,4,0,5,3,2,2,14,8,2,5,4,7,0,0,17,0,1,1,0,0,0,0
Japrería,japr1238,0,0,6,0,0,11,12,13,4,10,1,1,2,0,5,2,1,6,4,2,3,9,5,1,3,3,6,0,0,12,0,1,1,0,0,0,0
Jaqaru,jaqa1244,0,0,6,0,3,34,15,14,6,11,1,0,4,2,7,3,0,22,13,6,4,25,20,2,12,6,6,0,0,15,0,8,8,0,8,0,0
Jaqaru,jaqa1244,0,0,6,0,3,34,15,14,12,11,1,0,4,2,5,1,0,22,10,9,11,21,16,2,8,6,6,0,0,15,0,8,8,0,8,0,0
Jaqaru,jaqa1244,0,0,3,0,0,34,12,11,12,8,1,0,4,2,5,1,0,22,10,9,11,18,14,1,7,5,4,0,0,12,0,8,8,0,8,0,0
Jaru,jaru1254,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,11,2,6,3,6,0,0,18,0,0,0,0,0,0,0
Jauja Wanca Quechua,jauj1238,0,0,6,0,3,13,14,14,5,11,1,0,3,2,5,3,0,10,5,4,4,11,9,2,5,3,6,0,0,14,0,1,0,0,0,0,0
Jauja Wanca Quechua,jauj1238,0,0,5,0,0,19,14,15,7,10,0,1,4,2,7,3,1,11,8,3,4,13,10,1,5,3,6,0,0,17,0,1,0,0,0,0,0
Jaunsari,jaun1243,0,0,17,0,5,30,27,26,8,22,1,1,12,1,13,8,0,20,8,10,1,30,18,4,13,9,9,0,0,38,0,12,0,0,0,0,0
Javanese,java1254,0,0,9,0,0,22,16,18,8,12,0,1,4,1,9,5,1,13,7,4,5,15,9,1,5,4,6,0,0,22,0,1,1,0,0,0,0
Javanese,java1254,0,0,8,0,0,19,17,16,4,13,0,1,4,2,7,4,0,12,11,3,3,14,8,1,5,4,6,0,0,17,0,7,1,0,0,0,0
Javanese,java1254,0,0,8,0,0,18,16,18,8,12,0,1,4,1,7,4,0,11,10,4,3,14,8,1,5,4,6,0,0,21,0,6,1,0,0,0,0
Jebero,jebe1250,0,0,4,0,0,16,15,13,3,11,2,0,4,2,4,2,0,11,6,7,2,12,10,1,5,2,5,0,0,15,0,0,3,0,0,0,0
Jebero,jebe1250,0,0,4,0,0,14,14,13,3,11,2,0,3,2,4,2,0,11,7,5,3,9,7,1,4,2,4,0,0,14,0,0,2,0,0,0,0
Towa,jeme1245,0,0,22,0,11,33,33,38,11,29,1,0,14,3,15,7,2,17,13,4,5,35,21,8,17,10,18,0,0,41,0,6,11,0,5,0,0
Jennu Kurumba,jenn1240,0,0,7,0,0,24,18,16,7,13,1,1,5,2,6,3,0,18,11,6,5,15,11,1,6,3,7,0,0,25,0,0,0,0,0,0,0
Jere,jere1244,4,0,16,0,8,21,24,27,9,20,0,1,4,1,13,7,2,12,7,5,6,23,11,2,8,7,10,0,0,32,0,1,0,0,0,0,0
Northern Gyalrong,jiar1240,0,0,8,0,0,47,24,26,22,12,0,0,12,2,9,4,0,30,19,23,17,33,24,1,15,10,9,0,0,35,0,8,0,0,0,0,0
