Name,ID,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
Sui,suii1243,0,0,7,0,0,42,26,21,13,12,0,0,14,1,16,8,0,18,12,6,7,29,21,1,7,7,6,0,0,29,0,8,10,0,0,0,0
Sukuma,suku1261,5,0,14,0,7,35,38,29,12,17,0,0,21,1,17,7,4,19,11,8,6,28,18,2,13,7,10,0,0,44,0,15,0,0,0,0,0
Sumbwa,sumb1240,2,0,10,0,5,17,15,20,9,13,0,0,2,1,11,5,2,9,6,3,5,14,8,2,5,5,10,0,0,22,0,1,0,0,0,0,0
Sumi Naga,sumi1235,3,0,6,0,0,30,14,18,13,9,0,0,5,2,9,2,2,16,11,5,8,14,9,1,2,4,5,0,0,21,0,10,0,0,0,0,0
Sumi Naga,sumi1235,3,0,11,0,0,32,23,24,13,15,0,0,8,2,11,4,2,18,12,10,4,25,19,1,10,6,8,0,0,30,0,10,1,0,0,0,0
Sundanese,sund1252,0,0,7,0,0,16,15,13,4,11,1,0,4,1,6,3,0,9,6,4,3,13,9,1,4,3,6,0,0,19,0,1,1,0,0,0,0
Tirma-Chai,suri1267,2,0,7,0,0,20,15,14,3,11,1,0,4,1,7,4,0,12,8,4,2,18,13,1,8,4,6,0,0,24,0,0,0,0,0,4,0
Sursurunga,surs1246,0,0,6,0,0,12,13,12,2,10,0,1,3,1,7,4,0,6,6,0,1,11,7,1,3,3,6,0,0,16,0,1,0,0,0,0,0
Suruí,suru1262,0,0,10,0,0,17,18,16,4,14,1,0,9,1,6,3,0,10,6,4,4,16,10,2,6,3,10,0,0,22,0,0,1,0,0,0,0
Suruahá,suru1263,0,0,5,0,0,16,11,12,5,8,2,0,3,0,4,2,0,12,10,2,4,12,9,1,6,2,4,0,0,17,0,1,0,0,0,0,0
Susu,susu1250,0,0,14,0,7,18,23,22,5,18,0,1,5,1,12,7,1,9,7,2,2,22,11,2,8,8,10,0,0,28,0,1,0,0,0,0,0
Suyá,suya1243,0,0,15,0,0,12,21,19,4,17,1,0,10,0,8,6,0,7,4,3,3,20,11,2,6,6,11,0,0,23,0,0,0,0,0,0,0
Suyá,suya1243,0,0,16,0,0,11,23,21,3,19,1,0,10,0,10,9,0,7,4,2,1,22,12,2,7,7,12,0,0,23,0,2,0,0,0,0,0
Svan,svan1243,0,0,17,0,8,27,23,28,13,21,0,1,2,1,13,9,0,16,11,9,10,26,12,4,11,10,9,0,0,31,0,5,6,0,6,0,0
Swahili,swah1253,0,0,7,0,0,28,15,18,11,9,0,1,6,1,10,3,2,16,11,7,5,14,11,1,5,3,6,0,0,23,0,5,0,0,0,4,0
Swahili,swah1253,0,0,5,0,0,29,19,21,14,9,0,1,10,1,10,3,3,16,11,7,6,15,12,1,5,3,4,0,0,27,0,1,0,0,0,0,0
Swedish,swed1254,0,0,17,0,9,16,22,26,7,19,0,0,3,1,15,10,2,9,6,9,3,23,13,2,11,5,8,0,0,27,0,4,0,0,0,0,0
Swedish,swed1254,0,0,17,0,8,16,22,26,7,19,0,0,3,1,15,10,2,9,6,8,3,23,13,2,11,5,8,0,0,27,0,1,0,0,0,0,0
Swiss German,swis1247,0,0,29,0,10,23,36,42,13,33,0,1,3,1,24,17,4,10,7,3,6,37,21,6,21,11,21,0,0,36,0,1,0,0,0,0,0
Swiss German,swis1247,0,0,29,0,10,24,36,42,13,33,0,1,3,1,24,17,4,11,8,3,6,36,21,6,21,10,21,0,0,36,0,1,1,0,0,0,0
Sydney,sydn1236,0,0,3,0,0,13,14,9,0,9,0,1,5,2,4,2,0,10,9,5,0,10,9,1,5,2,4,0,0,14,0,0,0,0,0,0,0
Sydney,sydn1236,0,0,3,0,0,13,14,9,0,9,0,1,5,2,4,2,0,10,9,5,0,10,9,1,5,2,4,0,0,14,0,0,0,0,0,0,0
Tabasco Chontal,taba1266,0,0,12,0,6,22,19,21,8,17,1,1,8,1,10,5,1,13,10,3,6,17,9,2,5,5,6,0,0,22,0,1,6,0,5,0,0
Tacana,taca1256,0,0,4,0,0,15,9,11,6,7,1,0,2,0,6,3,0,10,5,3,4,8,6,1,3,2,5,0,0,13,0,1,0,0,0,0,0
Tacana,taca1256,0,0,4,0,0,16,10,12,7,8,2,0,2,0,6,2,0,10,6,3,4,7,4,1,3,2,3,0,0,14,0,0,1,0,0,0,0
Tachelhit,tach1250,0,0,3,0,34,63,20,46,31,15,0,4,5,4,19,13,2,34,27,34,15,29,14,3,3,17,6,16,0,44,2,4,1,0,0,0,0
Tachelhit,tach1250,0,0,3,0,0,25,11,21,12,9,0,2,2,2,5,2,1,15,13,2,6,12,9,3,3,4,4,7,0,20,0,1,0,0,0,0,0
Tachelhit,tach1250,0,0,4,0,0,30,12,24,14,10,1,1,2,2,10,7,1,15,13,9,6,18,12,3,2,6,4,6,0,23,0,1,0,0,0,0,0
Tadaksahak,tada1238,0,0,11,0,30,53,31,42,23,23,2,2,8,4,11,6,1,35,27,8,15,28,17,4,6,10,12,14,0,49,0,2,0,0,0,0,0
Tagalog,taga1270,0,0,5,0,0,16,12,12,3,9,0,1,3,1,7,3,1,8,6,2,1,12,9,1,5,3,6,0,0,16,0,1,1,0,0,0,0
Tagalog,taga1270,0,0,10,0,5,15,17,17,4,14,1,0,3,1,9,5,1,7,6,1,2,15,9,1,5,5,8,0,0,20,0,1,1,0,0,0,0
Tagalog,taga1270,0,0,5,0,0,15,12,12,4,9,1,0,3,1,7,3,1,7,6,4,2,10,7,1,3,3,2,0,0,15,0,1,1,0,0,0,0
Tagalog,taga1270,0,0,5,0,0,19,13,13,8,9,1,0,4,1,8,3,2,11,7,7,5,11,8,1,4,3,5,0,0,18,0,0,0,0,0,0,0
Tagwana Senoufo,tagw1240,0,0,22,0,11,20,30,30,5,25,0,0,15,1,19,11,2,9,6,3,2,33,19,2,14,11,14,0,0,37,0,1,0,0,0,0,0
Tahaggart Tamahaq,taha1241,0,0,12,0,5,22,19,25,9,16,0,1,3,1,9,6,1,14,10,14,5,21,10,3,9,8,6,3,0,28,0,1,0,0,0,0,0
Tai Do-Mene-Yo,taid1248,0,0,13,0,3,18,20,20,4,16,0,0,4,1,11,5,2,8,6,2,1,20,13,5,7,5,10,0,0,23,0,4,1,0,0,0,0
Tai Daeng,taid1249,0,0,15,0,7,17,22,22,4,18,0,0,4,1,11,6,2,8,6,2,1,22,15,5,8,6,12,0,0,25,0,3,1,0,0,0,0
Tai Nüa,tain1252,0,0,10,0,1,15,17,19,5,14,0,0,3,1,9,4,2,7,5,2,1,17,10,2,6,7,9,0,0,18,0,3,1,0,0,0,0
Tajik,taji1245,0,0,6,0,0,21,11,20,11,9,1,0,2,1,8,3,2,11,11,6,6,16,9,1,7,5,6,0,0,19,0,1,0,0,0,0,0
Tasomi-Tata,talo1250,0,0,7,0,0,12,15,12,1,11,0,0,4,1,6,4,0,8,6,3,1,13,10,1,6,4,4,0,0,20,0,0,0,0,0,0,0
Tama (Chad),tama1331,0,0,9,0,0,18,18,18,4,14,1,1,4,1,9,5,1,10,8,4,1,17,11,2,7,6,6,0,0,24,0,1,0,0,0,2,0
Tamasheq,tama1365,0,0,21,0,7,19,28,33,9,25,0,1,10,1,10,7,1,10,7,3,5,28,12,6,7,11,14,0,0,35,0,1,1,0,0,0,0
Tamil,tami1289,0,0,12,0,5,19,22,19,3,18,1,0,4,2,9,5,1,14,6,5,3,16,10,4,7,5,9,0,0,27,0,0,0,0,0,0,0
Tamil,tami1289,0,0,11,0,5,29,24,25,9,18,2,0,6,3,10,5,1,20,11,8,3,21,14,2,8,5,11,0,0,31,0,1,0,0,0,0,0
Tamil,tami1289,0,0,12,0,5,21,24,20,2,18,0,2,6,2,9,6,0,15,7,8,1,20,14,4,9,6,12,0,0,30,0,1,0,0,0,0,0
Tamnim Citak,tamn1235,0,0,6,0,0,10,10,11,4,8,1,0,2,0,6,3,1,6,4,2,2,9,5,1,3,3,4,0,0,11,0,0,0,0,0,0,0
Tamnim Citak,tamn1235,0,0,5,0,0,13,9,12,6,7,1,0,2,0,7,4,1,8,5,4,3,8,5,1,3,3,4,0,0,10,0,0,0,0,0,0,0
Tampulma,tamp1252,0,0,9,0,0,21,18,18,5,13,0,1,5,1,13,5,2,10,7,3,2,20,15,1,8,5,6,0,0,25,0,1,0,0,0,0,0
Tanacross,tana1290,5,0,14,0,4,32,21,30,21,18,0,0,7,5,5,4,0,25,20,10,10,21,13,3,9,4,12,0,0,23,0,7,7,0,6,0,0
East-Central Tangkhul Naga,tang1336,0,0,13,0,0,24,21,26,10,18,1,1,3,1,11,5,2,13,9,7,2,24,17,1,9,7,8,0,0,28,0,4,0,0,0,0,0
Tanimuca-Retuarã,tani1257,0,0,10,0,0,8,13,15,2,13,1,0,5,0,7,5,0,4,4,0,1,13,7,2,5,5,10,0,0,15,0,1,1,0,0,0,0
Tapieté,tapi1253,0,0,12,0,0,13,17,17,5,14,1,0,9,0,8,6,0,7,4,3,4,16,10,2,4,5,11,0,0,18,0,1,1,0,0,0,0
Tapirapé,tapi1254,0,0,10,0,0,10,16,14,2,13,1,0,8,0,6,4,0,4,3,1,1,15,9,2,5,3,10,0,0,16,0,1,1,0,0,0,0
Tariana,tari1256,0,0,15,0,4,19,26,22,3,20,1,0,11,1,12,7,0,12,9,3,2,22,14,3,9,7,15,0,0,29,0,9,0,0,0,0,0
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,tari1263,0,0,4,0,17,42,16,32,20,12,0,3,4,3,8,2,2,24,20,4,10,18,13,4,2,5,4,7,0,31,0,1,0,17,0,0,0
Tarok,taro1263,0,0,6,0,0,23,13,17,9,10,0,0,3,1,11,3,2,12,8,4,6,13,9,1,3,3,4,0,0,23,0,1,0,0,0,2,0
Tarok,taro1263,3,0,7,0,0,25,15,18,9,11,0,1,4,1,11,3,2,13,9,4,6,16,12,1,4,3,6,0,0,26,0,0,0,0,0,2,0
Seediq,taro1264,0,0,10,0,0,28,21,27,12,17,1,2,4,2,6,3,0,20,15,5,6,24,17,2,10,8,8,0,0,31,0,2,0,0,0,0,0
Pangwa Naga,tase1235,0,0,6,0,1,22,11,13,8,8,1,0,3,1,8,3,0,11,8,7,2,14,9,1,4,4,3,0,0,15,0,4,1,0,0,0,0
Tatar,tata1255,0,0,14,4,1,27,20,31,15,17,0,1,3,1,12,6,2,14,12,11,9,25,13,3,8,9,9,0,0,29,0,1,1,0,0,0,0
Tatana,tata1257,0,0,4,0,0,15,12,9,2,8,0,1,4,1,6,3,0,8,6,2,2,10,8,1,3,3,5,0,0,16,0,0,1,0,0,0,0
Tatuyo,tatu1247,0,0,6,0,0,8,9,10,1,9,1,0,0,0,5,3,0,4,3,1,0,11,8,1,4,3,7,0,0,12,0,1,0,0,0,0,0
Tatuyo,tatu1247,0,0,6,0,0,8,9,11,2,9,0,1,0,0,6,4,0,4,4,0,1,10,7,1,3,3,7,0,0,12,0,1,0,0,0,0,0
Tausug,taus1251,0,0,3,0,0,17,11,10,5,7,1,0,4,1,5,2,0,10,7,4,4,9,8,1,3,2,4,0,0,16,0,1,1,0,0,0,0
Tausug,taus1251,0,0,3,0,0,17,11,10,5,7,0,1,4,1,5,2,0,10,7,4,4,9,8,1,3,2,4,0,0,16,0,1,1,0,0,0,0
Taushiro,taus1253,0,0,5,0,0,9,10,10,3,8,1,0,2,0,4,4,0,5,3,2,1,11,9,1,3,3,6,0,0,10,0,1,1,0,0,0,0
Tawallammat Tamajaq,tawa1286,0,0,14,0,7,20,21,27,10,18,0,1,3,2,8,5,1,12,8,4,5,22,12,2,6,11,12,0,0,27,0,1,0,0,0,0,0
Tedaga,teda1241,0,0,11,0,0,21,19,23,10,15,0,1,4,1,11,6,2,12,7,5,5,19,13,1,7,5,7,0,0,26,0,1,0,0,0,0,0
Tedim Chin,tedi1235,0,0,5,0,0,19,11,13,6,8,0,0,3,2,8,3,1,9,9,0,3,10,7,1,2,3,3,0,0,16,0,3,3,0,0,0,0
Tee,teee1242,3,0,12,0,0,18,22,21,3,18,0,0,9,2,14,10,0,10,8,2,2,24,16,2,8,7,12,0,0,25,0,1,0,0,0,0,0
Téén,teen1242,0,0,10,0,0,23,21,23,6,17,0,1,4,2,15,6,2,11,8,3,2,23,17,1,9,7,8,4,0,28,0,1,0,0,0,0,0
Tehuelche,tehu1242,0,0,7,0,0,25,14,19,11,12,0,1,2,2,7,3,0,16,13,16,9,16,11,1,6,4,5,0,0,15,0,1,7,0,6,0,0
Tehuelche,tehu1242,0,0,6,0,3,23,12,14,6,10,1,0,2,1,7,3,0,10,7,3,4,16,6,2,3,7,6,0,0,16,0,0,6,0,5,0,0
Teke-Kukuya,teke1280,0,0,7,0,0,18,15,13,7,10,0,0,5,1,11,4,4,8,5,3,3,13,10,1,5,4,4,0,0,20,0,1,0,0,0,0,0
Telefol,tele1256,2,0,8,0,5,14,14,14,3,11,0,0,3,1,9,5,1,5,5,0,1,14,10,2,4,4,6,0,0,17,0,1,1,0,0,0,0
Telugu,telu1262,0,0,11,0,5,37,23,23,12,17,2,0,6,2,12,5,2,25,11,11,4,24,17,3,12,6,10,0,0,35,0,11,0,0,0,0,0
Telugu,telu1262,0,0,21,0,27,43,35,35,10,30,1,1,5,4,20,9,1,28,16,2,8,28,15,4,10,10,9,0,0,50,0,8,0,0,0,0,0
Telugu,telu1262,0,0,11,0,7,28,20,23,8,17,1,0,3,2,12,4,1,18,11,4,6,18,11,2,8,4,9,0,0,30,0,8,0,0,0,0,0
Telugu,telu1262,0,0,11,0,6,30,19,21,5,16,0,1,3,2,11,5,1,20,8,13,3,21,14,3,10,5,10,0,0,24,0,11,0,0,0,0,0
Tenetehara,temb1276,0,0,7,0,0,12,13,11,2,9,1,0,4,0,7,5,0,5,5,0,1,12,8,1,2,3,6,0,0,14,0,1,1,0,0,0,0
Temiar,temi1246,0,0,30,0,15,16,38,36,2,34,1,0,16,1,18,15,0,9,6,3,1,38,20,4,14,11,18,0,0,42,0,1,1,0,0,0,0
Tem,temm1241,2,0,9,0,0,22,18,18,7,13,0,1,5,1,13,5,2,11,7,3,4,18,13,1,6,5,6,0,0,26,0,1,0,0,0,0,0
Tena Lowland Quichua,tena1240,0,0,3,0,0,19,11,11,6,8,1,0,3,2,5,2,0,13,8,5,6,10,8,1,4,3,4,0,0,16,0,0,0,0,0,0,0
Tengger,teng1272,0,0,22,0,0,17,35,27,3,26,0,1,9,1,14,11,0,10,5,3,2,28,14,4,10,13,10,0,0,35,0,12,1,0,0,0,0
Tenharim-Parintintin-Diahoi,tenh1241,0,0,12,0,0,13,18,15,3,13,1,0,11,0,9,6,0,5,3,2,1,17,11,2,5,4,10,0,0,19,0,1,1,0,0,0,0
Tepo Krumen,tepo1239,4,0,18,0,0,14,22,25,3,22,0,1,9,1,14,10,1,7,5,2,1,26,16,2,11,9,10,0,0,27,0,1,0,0,0,0,0
Tera,tera1251,0,0,6,0,0,40,19,23,16,10,0,1,9,3,18,8,3,18,13,7,4,30,27,1,13,3,5,0,0,36,0,0,0,0,0,5,0
Tera,tera1251,3,0,15,0,5,32,28,31,14,20,0,1,8,3,15,8,2,17,11,6,7,26,20,4,10,8,16,0,0,40,0,1,1,0,0,3,0
Terena-Kinikinao-Chane,tere1279,0,0,10,0,5,10,16,17,3,14,1,0,2,1,7,5,0,6,5,1,2,13,7,2,5,5,8,0,0,16,0,1,1,0,0,0,0
Ternate,tern1247,0,0,5,0,0,17,13,12,5,9,1,0,4,1,7,3,1,9,6,3,3,11,8,1,4,3,6,0,0,17,0,1,1,0,0,0,0
Ter Saami,ters1235,0,0,18,0,4,48,33,45,22,27,0,4,6,4,16,6,4,30,26,8,14,52,44,5,37,8,15,0,0,45,0,2,0,0,0,0,0
Tese,tese1238,5,0,18,0,13,22,30,25,2,23,0,1,7,2,14,10,0,14,10,2,2,26,16,2,10,8,8,0,0,34,0,0,0,0,0,2,0
Tetum,tetu1245,0,0,5,0,0,11,10,11,3,8,0,1,2,1,6,3,1,6,6,0,1,7,4,1,2,3,5,0,0,12,0,1,1,0,0,0,0
Tetum,tetu1245,0,0,5,0,0,12,10,11,3,8,0,1,2,1,7,3,1,6,6,0,1,7,4,1,2,3,3,0,0,12,0,1,1,0,0,0,0
Rio Grande Tewa,tewa1260,4,0,19,0,9,30,26,31,14,22,1,0,11,0,17,11,0,15,11,5,7,31,17,5,12,9,11,0,0,31,0,2,7,0,6,0,0
Texistepec Popoluca,texi1237,0,0,10,0,5,17,17,16,5,13,0,1,4,1,7,4,0,11,8,3,4,15,9,2,5,4,5,0,0,20,0,1,1,0,0,0,0
Thado Chin,thad1238,3,0,8,0,0,21,14,16,7,11,0,0,3,2,8,3,1,10,8,2,2,16,10,1,6,4,5,0,0,21,0,5,1,0,0,0,0
Thai,thai1261,6,0,18,0,9,18,25,25,5,22,1,0,3,1,12,7,1,9,7,2,1,25,13,4,9,7,11,0,0,28,0,5,2,0,0,0,0
Thai,thai1261,5,0,21,0,9,18,28,30,5,25,1,0,3,1,13,8,1,9,9,2,3,28,16,5,10,13,17,0,0,30,0,5,1,0,0,0,0
Thai,thai1261,0,0,9,0,0,18,16,16,5,13,1,0,3,1,9,4,1,9,9,7,3,14,8,2,4,4,8,0,0,18,0,5,1,0,0,0,0
Thakali,thak1245,0,0,10,0,0,18,17,17,5,14,0,2,3,2,8,5,0,12,11,1,4,15,11,3,8,5,9,0,0,16,0,4,0,0,0,0,0
Thaypan,thay1248,0,0,8,0,0,20,18,16,3,13,0,1,5,1,8,4,0,13,12,7,0,17,12,2,7,4,7,0,0,21,0,0,0,5,0,0,0
Thayore,thay1249,0,0,10,0,5,13,20,15,0,15,0,1,5,1,7,5,0,9,8,4,0,16,10,2,7,5,10,0,0,20,0,0,1,0,0,0,0
Thulung,thul1246,0,0,8,0,0,27,15,14,6,12,0,1,3,1,10,5,0,16,12,0,5,15,11,1,4,5,8,0,0,25,0,11,1,0,0,0,0
Thurawal,thur1254,0,0,6,0,3,17,19,13,0,13,0,1,6,3,5,3,0,13,9,5,0,13,11,2,6,3,6,0,0,19,0,0,0,0,0,0,0
Thurawal,thur1254,0,0,6,0,3,17,19,13,0,13,0,1,6,3,5,3,0,13,9,5,0,13,11,2,6,3,6,0,0,19,0,0,0,0,0,0,0
Tiagbamrin Aizi,tiag1235,0,0,8,0,0,22,15,17,6,11,0,0,4,1,12,4,2,11,6,5,4,18,13,1,8,4,5,0,0,24,0,0,0,0,0,1,0
Tibetan,tibe1272,0,0,13,0,8,26,24,24,7,19,0,2,5,2,11,7,0,18,13,9,6,24,16,2,13,5,8,0,0,21,0,8,1,0,0,0,0
Tibetan,tibe1272,0,0,29,0,14,23,37,40,11,33,0,0,18,2,18,15,0,18,11,7,9,40,23,7,22,11,17,0,0,37,0,8,0,0,0,0,0
Tibetan,tibe1272,0,0,23,0,14,22,33,34,7,29,0,0,12,2,16,13,0,16,10,5,6,33,18,3,18,9,18,0,0,31,0,8,0,0,0,0,0
Tibetan,tibe1272,0,0,14,0,8,24,24,24,7,19,0,1,5,2,11,7,0,17,12,8,6,25,16,3,14,5,8,0,0,22,0,8,0,0,0,0,0
Tibetan,tibe1272,2,0,8,0,0,21,16,18,7,13,0,1,3,2,8,5,0,14,12,11,6,16,11,1,9,3,8,0,0,15,0,7,1,0,0,0,0
Ticuna,ticu1245,0,0,11,0,0,17,17,15,4,13,1,0,9,0,10,6,1,8,5,3,3,17,12,2,4,5,7,0,0,21,0,0,1,0,0,0,0
Ticuna,ticu1245,0,0,18,0,0,14,24,21,1,20,1,0,10,0,11,7,0,7,4,3,0,25,16,3,9,10,16,0,0,28,0,0,6,0,0,0,0
Ticuna,ticu1245,9,0,11,0,0,17,17,15,4,13,1,0,9,0,10,6,1,8,5,3,3,17,12,2,4,5,7,0,0,21,0,0,1,0,0,0,0
Tiéyaxo Bozo,tiey1235,3,0,14,0,0,16,22,22,4,18,1,0,11,1,11,7,1,8,6,2,1,22,12,2,9,7,10,0,0,26,0,4,0,0,0,0,0
Tigak,tiga1245,0,0,5,0,0,12,9,9,3,6,0,1,3,1,7,3,0,5,5,0,1,8,5,1,2,2,2,0,0,13,0,0,0,0,0,0,0
Tigon Mbembe,tigo1236,5,0,12,0,4,96,72,58,35,40,31,0,45,1,60,27,11,56,43,13,21,48,39,2,16,7,8,0,0,89,0,1,0,0,0,0,0
Tigre,tigr1270,0,0,7,0,5,23,13,19,12,11,0,1,2,1,6,3,1,14,9,9,8,14,7,3,3,5,4,0,0,20,0,1,5,0,4,0,0
Tigre,tigr1270,0,0,7,0,26,43,18,27,21,14,0,2,4,2,9,3,2,28,18,10,16,18,11,3,4,5,5,0,0,31,0,4,9,0,8,0,0
Tigrinya,tigr1271,0,0,7,0,0,29,14,22,13,11,1,0,3,1,9,3,2,15,9,6,7,18,10,3,5,8,7,0,0,22,0,1,6,0,5,0,0
Tikar,tika1246,5,0,14,0,6,24,21,25,9,17,0,0,4,1,14,6,1,11,7,4,5,23,13,4,9,6,10,0,0,31,0,1,1,0,0,2,0
Tilquiapan Zapotec,tilq1235,2,0,6,0,0,21,12,16,8,10,1,0,2,2,8,4,1,12,8,6,6,12,9,1,3,2,6,0,0,19,0,0,0,0,0,0,0
Timne,timn1235,0,0,8,0,0,14,14,15,3,12,0,1,2,1,9,4,1,7,7,1,1,12,6,2,4,5,6,0,0,17,0,1,1,0,0,0,0
Timne,timn1235,2,0,15,0,0,16,22,23,5,19,0,1,3,1,12,7,1,9,7,3,3,20,13,2,10,8,12,0,0,25,0,1,0,0,0,0,0
Timne,timn1235,4,0,9,0,0,14,16,17,4,13,0,1,3,1,9,4,1,7,7,1,1,14,7,1,4,5,6,0,0,19,0,1,0,0,0,0,0
Tinigua,tini1245,0,0,18,0,6,20,22,23,6,19,0,0,3,0,13,8,0,11,7,4,4,26,17,3,9,7,16,0,0,27,0,4,6,0,0,0,0
Tinputz,tinp1237,0,0,14,0,6,9,19,20,3,17,0,0,2,1,10,7,0,4,4,0,1,17,8,4,7,7,11,0,0,20,0,1,1,0,0,0,0
Tira,tira1254,0,0,16,0,0,24,27,27,4,23,1,3,4,1,12,8,1,17,11,7,1,24,16,3,12,8,13,0,0,34,0,0,0,0,0,0,0
Tiruray,tiru1241,0,0,6,0,0,13,13,13,3,10,0,1,3,1,6,3,0,6,6,0,1,11,8,1,3,3,5,0,0,16,0,1,1,0,0,0,0
Tiv,tivv1240,3,0,6,0,0,28,19,15,12,9,0,0,10,1,13,4,2,14,9,5,8,17,13,1,4,4,6,0,0,27,0,1,0,0,0,0,0
Tiwi,tiwi1244,0,0,4,0,0,16,16,12,1,11,0,1,5,3,5,3,0,11,7,3,0,9,7,1,2,3,5,0,0,17,0,0,0,0,0,0,0
Tiwi,tiwi1244,0,0,4,0,0,12,13,10,1,9,1,0,4,1,5,3,0,7,6,2,0,9,7,1,2,3,5,0,0,14,0,0,0,0,0,0,0
Tiwi,tiwi1244,0,0,4,0,0,20,20,11,1,10,1,0,10,2,6,3,0,13,8,3,0,10,8,1,2,3,4,0,0,21,0,0,0,0,0,0,0
Tlachichilco Tepehua,tlac1235,0,0,10,0,5,21,17,19,8,15,1,1,2,2,8,5,0,13,11,2,6,16,8,2,5,7,10,0,0,24,0,1,7,0,0,0,0
Tlingit,tlin1245,0,0,5,0,0,41,8,22,21,7,0,0,1,5,16,13,0,17,14,3,8,27,14,1,3,13,4,0,0,17,0,0,16,0,15,0,0
Toaripi,toar1246,0,0,6,0,0,7,8,10,3,7,0,0,1,1,6,3,1,3,3,0,1,7,3,1,2,3,2,0,0,8,0,1,0,0,0,0,0
Toba,toba1269,0,0,8,0,4,17,16,18,6,13,1,0,3,2,5,3,0,10,5,5,4,16,8,2,7,5,8,0,0,19,0,1,1,0,0,0,0
Toba,toba1269,0,0,8,0,4,15,16,16,5,13,1,0,3,2,5,3,0,10,5,5,4,14,8,2,7,3,8,0,0,18,0,1,1,0,0,0,0
Toba,toba1269,0,0,7,0,3,18,15,15,5,12,1,0,3,2,6,3,0,11,6,7,4,14,7,2,6,4,5,0,0,19,0,5,1,0,0,0,0
Tocantins Asurini,toca1235,0,0,5,0,0,9,9,8,2,6,0,0,3,0,5,3,0,3,3,0,1,9,6,1,2,2,5,0,0,9,0,1,1,0,0,0,0
Tocho,toch1257,2,0,10,0,0,13,20,15,0,15,1,1,5,1,8,6,0,8,6,3,0,17,11,1,7,5,6,0,0,20,0,0,0,0,0,0,0
Toda,toda1252,0,0,15,0,3,36,27,36,16,24,2,1,3,4,14,9,2,28,16,9,8,24,17,1,12,8,12,0,0,37,0,0,0,0,0,0,0
Tofin Gbe,tofi1235,4,0,14,0,0,20,20,23,8,17,0,0,10,1,14,7,2,10,6,3,4,22,12,2,8,7,10,0,0,28,0,1,0,0,0,0,0
Tohono O'odham,toho1245,0,0,5,0,0,16,11,11,5,8,1,0,3,1,6,3,0,10,4,8,4,9,7,1,2,3,5,0,0,16,0,1,1,0,0,0,0
Tohono O'odham,toho1245,0,0,10,0,5,16,16,16,5,13,1,0,3,1,8,5,0,10,6,3,4,15,11,2,4,5,8,0,0,16,0,1,1,0,0,0,0
Tok Pisin,tokp1240,0,0,12,0,0,13,17,17,5,14,1,0,9,0,8,6,0,7,4,3,4,16,10,2,4,5,11,0,0,18,0,1,1,0,0,0,0
Tol,toll1241,0,0,6,0,0,19,12,12,6,9,0,0,3,1,8,3,0,9,9,0,4,12,9,1,3,3,5,0,0,13,0,5,5,0,0,0,0
Tolowa-Chetco,tolo1259,0,0,15,0,7,26,22,26,13,18,0,0,10,2,11,8,0,15,9,4,8,24,17,4,7,5,10,0,0,23,0,3,9,0,6,0,0
Tolowa-Chetco,tolo1259,0,0,5,0,0,23,10,15,10,8,0,0,2,2,6,3,0,14,8,3,6,12,9,3,3,3,4,0,0,12,0,3,6,0,5,0,0
Tonga (Zambia),tong1318,3,0,5,0,0,30,25,20,16,8,0,0,17,1,12,3,4,16,9,7,10,13,10,1,4,3,6,0,0,30,0,1,0,0,0,0,0
Tonga (Tonga Islands),tong1325,0,0,5,0,0,11,9,10,4,6,1,0,3,1,6,2,2,4,4,2,1,7,4,1,2,2,4,0,0,10,0,1,1,0,0,0,0
Tonkawa,tonk1249,0,0,10,0,5,12,15,17,5,13,0,0,2,1,9,7,0,5,5,2,2,16,10,2,5,5,8,0,0,15,0,1,1,0,0,0,0
Toposa,topo1242,1,0,9,0,0,15,17,14,3,13,0,1,4,1,8,5,0,9,6,3,3,15,10,1,6,5,6,0,0,21,0,0,0,0,0,0,0
Toro So Dogon,toro1252,0,0,21,0,7,17,30,30,6,26,0,1,11,1,15,11,1,10,7,3,4,28,13,3,12,10,15,0,0,35,0,1,0,0,0,0,0
Toro So Dogon,toro1252,0,0,12,0,0,13,19,18,3,16,1,0,8,1,9,6,0,8,6,2,2,17,9,2,7,6,10,0,0,23,0,1,0,0,0,0,0
Torwali,torw1241,0,0,13,0,0,35,21,25,14,18,0,1,9,1,10,5,0,23,10,14,12,23,14,4,7,8,11,0,0,34,0,10,0,0,0,0,0
Northern Tosk Albanian,tosk1239,0,0,7,0,0,27,17,23,13,14,1,1,3,2,9,4,2,20,13,9,8,17,12,1,8,4,8,0,0,27,0,1,0,0,0,0,0
Northern Tosk Albanian,tosk1239,0,0,7,0,0,26,14,20,15,11,0,1,3,2,8,3,2,19,12,13,8,13,9,1,6,2,4,0,0,24,0,1,0,0,0,0,0
